0.000000e+00 0 0 0 0
5.000000e-13 0 0 0 0
1.000000e-12 0 0 0 0
1.500000e-12 0 0 0 0
2.000000e-12 0 0 0 0
2.500000e-12 0 0 0 0
3.000000e-12 0 0 0 0
3.500000e-12 0 0 0 0
4.000000e-12 0 0 0 0
4.500000e-12 0 0 0 0
5.000000e-12 0 0 0 0
5.500000e-12 0 0 0 0
6.000000e-12 0 0 0 0
6.500000e-12 0 0 0 0
7.000000e-12 0 0 0 0
7.500000e-12 0 0 0 0
8.000000e-12 0 0 0 0
8.500000e-12 0 0 0 0
9.000000e-12 0 0 0 0
9.500000e-12 0 0 0 0
1.000000e-11 0 0 0 0
1.050000e-11 0 0 0 0
1.100000e-11 0 0 0 0
1.150000e-11 0 0 0 0
1.200000e-11 0 0 0 0
1.250000e-11 0 0 0 0
1.300000e-11 0 0 0 0
1.350000e-11 0 0 0 0
1.400000e-11 0 0 0 0
1.450000e-11 0 0 0 0
1.500000e-11 0 0 0 0
1.550000e-11 0 0 0 0
1.600000e-11 0 0 0 0
1.650000e-11 0 0 0 0
1.700000e-11 0 0 0 0
1.750000e-11 0 0 0 0
1.800000e-11 0 0 0 0
1.850000e-11 0 0 0 0
1.900000e-11 0 0 0 0
1.950000e-11 0 0 0 0
2.000000e-11 0 0 0 0
2.050000e-11 0 0 0 0
2.100000e-11 0 0 0 0
2.150000e-11 0 0 0 0
2.200000e-11 0 0 0 0
2.250000e-11 0 0 0 0
2.300000e-11 0 0 0 0
2.350000e-11 0 0 0 0
2.400000e-11 0 0 0 0
2.450000e-11 0 0 0 0
2.500000e-11 0 0 0 0
2.550000e-11 0 0 0 0
2.600000e-11 0 0 0 0
2.650000e-11 0 0 0 0
2.700000e-11 0 0 0 0
2.750000e-11 0 0 0 0
2.800000e-11 0 0 0 0
2.850000e-11 0 0 0 0
2.900000e-11 0 0 0 0
2.950000e-11 0 0 0 0
3.000000e-11 0 0 0 0
3.050000e-11 0 0 0 0
3.100000e-11 0 0 0 0
3.150000e-11 0 0 0 0
3.200000e-11 0 0 0 0
3.250000e-11 0 0 0 0
3.300000e-11 0 0 0 0
3.350000e-11 0 0 0 0
3.400000e-11 0 0 0 0
3.450000e-11 0 0 0 0
3.500000e-11 0 0 0 0
3.550000e-11 0 0 0 0
3.600000e-11 0 0 0 0
3.650000e-11 0 0 0 0
3.700000e-11 0 0 0 0
3.750000e-11 0 0 0 0
3.800000e-11 0 0 0 0
3.850000e-11 0 0 0 0
3.900000e-11 0 0 0 0
3.950000e-11 0 0 0 0
4.000000e-11 0 0 0 0
4.050000e-11 0 0 0 0
4.100000e-11 0 0 0 0
4.150000e-11 0 0 0 0
4.200000e-11 0 0 0 0
4.250000e-11 0 0 0 0
4.300000e-11 0 0 0 0
4.350000e-11 0 0 0 0
4.400000e-11 0 0 0 0
4.450000e-11 0 0 0 0
4.500000e-11 0 0 0 0
4.550000e-11 0 0 0 0
4.600000e-11 0 0 0 0
4.650000e-11 0 0 0 0
4.700000e-11 0 0 0 0
4.750000e-11 0 0 0 0
4.800000e-11 0 0 0 0
4.850000e-11 0 0 0 0
4.900000e-11 0 0 0 0
4.950000e-11 0 0 0 0
5.000000e-11 0 0 0 0
5.050000e-11 0 0 0 0
5.100000e-11 0 0 0 0
5.150000e-11 0 0 0 0
5.200000e-11 0 0 0 0
5.250000e-11 0 0 0 0
5.300000e-11 0 0 0 0
5.350000e-11 0 0 0 0
5.400000e-11 0 0 0 0
5.450000e-11 0 0 0 0
5.500000e-11 0 0 0 0
5.550000e-11 0 0 0 0
5.600000e-11 0 0 0 0
5.650000e-11 0 0 0 0
5.700000e-11 0 0 0 0
5.750000e-11 0 0 0 0
5.800000e-11 0 0 0 0
5.850000e-11 0 0 0 0
5.900000e-11 0 0 0 0
5.950000e-11 0 0 0 0
6.000000e-11 0 0 0 0
6.050000e-11 0 0 0 0
6.100000e-11 0 0 0 0
6.150000e-11 0 0 0 0
6.200000e-11 0 0 0 0
6.250000e-11 0 0 0 0
6.300000e-11 0 0 0 0
6.350000e-11 0 0 0 0
6.400000e-11 0 0 0 0
6.450000e-11 0 0 0 0
6.500000e-11 0 0 0 0
6.550000e-11 0 0 0 0
6.600000e-11 0 0 0 0
6.650000e-11 0 0 0 0
6.700000e-11 0 0 0 0
6.750000e-11 0 0 0 0
6.800000e-11 0 0 0 0
6.850000e-11 0 0 0 0
6.900000e-11 0 0 0 0
6.950000e-11 0 0 0 0
7.000000e-11 0 0 0 0
7.050000e-11 0 0 0 0
7.100000e-11 0 0 0 0
7.150000e-11 0 0 0 0
7.200000e-11 0 0 0 0
7.250000e-11 0 0 0 0
7.300000e-11 0 0 0 0
7.350000e-11 0 0 0 0
7.400000e-11 0 0 0 0
7.450000e-11 0 0 0 0
7.500000e-11 0 0 0 0
7.550000e-11 0 0 0 0
7.600000e-11 0 0 0 0
7.650000e-11 0 0 0 0
7.700000e-11 0 0 0 0
7.750000e-11 0 0 0 0
7.800000e-11 0 0 0 0
7.850000e-11 0 0 0 0
7.900000e-11 0 0 0 0
7.950000e-11 0 0 0 0
8.000000e-11 0 0 0 0
8.050000e-11 0 0 0 0
8.100000e-11 0 0 0 0
8.150000e-11 0 0 0 0
8.200000e-11 0 0 0 0
8.250000e-11 0 0 0 0
8.300000e-11 0 0 0 0
8.350000e-11 0 0 0 0
8.400000e-11 0 0 0 0
8.450000e-11 0 0 0 0
8.500000e-11 0 0 0 0
8.550000e-11 0 0 0 0
8.600000e-11 0 0 0 0
8.650000e-11 0 0 0 0
8.700000e-11 0 0 0 0
8.750000e-11 0 0 0 0
8.800000e-11 0 0 0 0
8.850000e-11 0 0 0 0
8.900000e-11 0 0 0 0
8.950000e-11 0 0 0 0
9.000000e-11 0 0 0 0
9.050000e-11 0 0 0 0
9.100000e-11 0 0 0 0
9.150000e-11 0 0 0 0
9.200000e-11 0 0 0 0
9.250000e-11 0 0 0 0
9.300000e-11 0 0 0 0
9.350000e-11 0 0 0 0
9.400000e-11 0 0 0 0
9.450000e-11 0 0 0 0
9.500000e-11 0 0 0 0
9.550000e-11 0 0 0 0
9.600000e-11 0 0 0 0
9.650000e-11 0 0 0 0
9.700000e-11 0 0 0 0
9.750000e-11 0 0 0 0
9.800000e-11 0 0 0 0
9.850000e-11 0 0 0 0
9.900000e-11 0 0 0 0
9.950000e-11 0 0 0 0
1.000000e-10 0 0 0 0
1.005000e-10 0 0 0 0
1.010000e-10 0 0 0 0
1.015000e-10 0 0 0 0
1.020000e-10 0 0 0 0
1.025000e-10 0 0 0 0
1.030000e-10 0 0 0 0
1.035000e-10 0 0 0 0
1.040000e-10 0 0 0 0
1.045000e-10 0 0 0 0
1.050000e-10 0 0 0 0
1.055000e-10 0 0 0 0
1.060000e-10 0 0 0 0
1.065000e-10 0 0 0 0
1.070000e-10 0 0 0 0
1.075000e-10 0 0 0 0
1.080000e-10 0 0 0 0
1.085000e-10 0 0 0 0
1.090000e-10 0 0 0 0
1.095000e-10 0 0 0 0
1.100000e-10 0 0 0 0
1.105000e-10 0 0 0 0
1.110000e-10 0 0 0 0
1.115000e-10 0 0 0 0
1.120000e-10 0 0 0 0
1.125000e-10 0 0 0 0
1.130000e-10 0 0 0 0
1.135000e-10 0 0 0 0
1.140000e-10 0 0 0 0
1.145000e-10 0 0 0 0
1.150000e-10 0 0 0 0
1.155000e-10 0 0 0 0
1.160000e-10 0 0 0 0
1.165000e-10 0 0 0 0
1.170000e-10 0 0 0 0
1.175000e-10 0 0 0 0
1.180000e-10 0 0 0 0
1.185000e-10 0 0 0 0
1.190000e-10 0 0 0 0
1.195000e-10 0 0 0 0
1.200000e-10 0 0 0 0
1.205000e-10 0 0 0 0
1.210000e-10 0 0 0 0
1.215000e-10 0 0 0 0
1.220000e-10 0 0 0 0
1.225000e-10 0 0 0 0
1.230000e-10 0 0 0 0
1.235000e-10 0 0 0 0
1.240000e-10 0 0 0 0
1.245000e-10 0 0 0 0
1.250000e-10 0 0 0 0
1.255000e-10 0 0 0 0
1.260000e-10 0 0 0 0
1.265000e-10 0 0 0 0
1.270000e-10 0 0 0 0
1.275000e-10 0 0 0 0
1.280000e-10 0 0 0 0
1.285000e-10 0 0 0 0
1.290000e-10 0 0 0 0
1.295000e-10 0 0 0 0
1.300000e-10 0 0 0 0
1.305000e-10 0 0 0 0
1.310000e-10 0 0 0 0
1.315000e-10 0 0 0 0
1.320000e-10 0 0 0 0
1.325000e-10 0 0 0 0
1.330000e-10 0 0 0 0
1.335000e-10 0 0 0 0
1.340000e-10 0 0 0 0
1.345000e-10 0 0 0 0
1.350000e-10 0 0 0 0
1.355000e-10 0 0 0 0
